title,award,critic,public
,,"Lucas Hedges buoys up every scene he's in. And in a compact but explosive role, Michelle Williams brings the whole movie to a standstill with one devastating scene.","Sometimes it feels like some movies exist for the sole purpose of being sad. This movie has one spectacular scene between exes on the street. Its brutalizing. Its probably worth watching the movie just for that scene. Michelle Williams is one of the best actors in the world. Casey Affleck did a great job as well, but I think sometimes fell too much in love with subtlety. Overall, the movie was undoubtedly good, but its just too illusive to be great."
,,"Takes us to a place that few films have ever gone, with a depth and maturity that is a rare commodity in modern cinema.","In my mind's eye, ""Manchester By The Sea"" deserves its praise at the arthouse and filmmaking levels, as it is a poignant examination of human grief that is hard to touch. But perhaps like few other films in history have, it also epitomizes the rancorous gap between the erudite grading scale of Academy Awards voters, and the public's desire to see their most joyously-consumed films be deemed worthy of cinema's highest accolades. It's likely the true fire starter film to the Academy's proposed inclusion of an ""Outstanding Achievement in Popular Film"" award. I personally found Casey Affleck to be very solid but short of mesmerizing as a janitor forced to care for his deceased brother's boy. I enjoyed the film itself far more than the collective acting. But regardless of the nits and gnats, The Academy's recent consideration to recognize blockbusters -- while largely frowned upon by alarmist film snobs -- is perhaps it's the best conciliatory olive branch available, allowing fine films like ""Manchester By The Sea"" to earn its deserved recognition, yet not without an equalizing tip of the cap to public sentiment. This is a very good movie that falls short of an eternal masterpiece, and perhaps might be best remembered long-term by its contribution to a larger public debate between the need to champion great storytelling while also allowing the voices of the masses to also be heard."
,,Manchester by the Sea is pretentious but fantastic performances and a realistic depiction of what grief really looks like elevates this above the normal Oscar bait.,"I've never been the type of person to stubbornly decide whether or not I like a movie prior to giving it a real chance. In fact, I feel I am the opposite—I do everything I can to retain an open mind throughout the entirety of a film in order to ensure I'm taking the entire production in and giving it a real chance. WITH THAT SAID, it took every ounce of willpower I had not to leave the theater in the middle of watching the nothingness that is Manchester by the Sea. Now I'll admit that parts of the movie certainly did provoke emotion, but those THREE thought-provoking minutes didn't make up for the painfully dull remainder of the film. I kid you not, the entire theater walked out at the end with stunned looks of confusion as to what we just watched and why we all sat through the blandest few hours of our lives in order to see if it maybe got better. For the life of me I cannot understand why the ratings are so high for a movie that could double as a sleeping aide."
,,"MANCHESTER BY THE SEA may not have the neat resolution you want, but it features tangible characters whose lives you want to be a part of and an unforgettable experience that's rich with all of life's pain and joy",What they don't tell you about depression is that sometimes it feels a lot less like sadness and a lot more like the emotional equivalent of watching paint dry
,,"The cinematography captures the setting exquisitely, the performances are top-notch, and the directing and writing, both courtesy of Kenneth Lonergan, is a marvel to behold.","I was very disappointed with the movie. I had very high expectations and the movie didn't live up to them. The acting was very good especially Casey Affleck and Lucas Hedges. I am very big on a movie ending a movie well, and this one did not. It just sort of ended. I sat there thinking wait, that's all. Another Oscar nominated film that disappointed."
,,The masterful screenplay comes to life with such vibrancy that it's difficult to remember that viewers are watching a movie rather than peeking on a Boston family's real lives,"Forced acting, forced accents. Casey Affleck would’ve NEVER been famous without his alcoholic big brother Ben Affleck. Casey’s about as talentless as Channing Tatum, both always plays flat characters."
,,The film really is a work of deft narrative finesse. The use of flashbacks - often a syrupy or lazy trope - is expert from both a tonal and dramaturgical perspective.,"I was very disappointed with the movie. I had very high expectations and the movie didn't live up to them. The acting was very good especially Casey Affleck and Lucas Hedges. I am very big on a movie ending a movie well, and this one did not. It just sort of ended. I sat there thinking wait, that's all. Another Oscar nominated film that disappointed."
,,,"Perfect opportunity for an uplifting ending after an incredibly depressing movie. The filmmaker swung and missed. I want a movie to entertain, evoke strong emotions and make me think. This movie didn't entertain, but it succeeded on the other two points: it was depressing as hell and made me thing, ""Why the hell did I waste $12 on this movie?"
,,, masterfully written drama powered by powerhouse performances. Lee Chandler goes down as one of the most tragic in cinematic history and Casey's performance deservedly resulted in an Oscar. The movie's somber and pitiful mood is balanced with an authentic level of emotional humanity rarely achieved. Manchester by the Sea is a career defining masterpiece for writer-director Kenneth Lonergan and will surely go down as one of the most tragic tales in recent memory.
,,,"While it is extremely cotidian almost to a fault, its fully realized characters, along with its captivating atmosphere and soundtrack result in a moving cinematic experience. The actors do a fantastic job of bringing these characters to life and the world is believable, yet raw and bleak. It parallels the life of its protagonist in that it can be a chore to live through and becomes almost unendurable at moments, yet its central tragedy was so gripping as to overcome its otherwise subtle plotting and very slow development. TLDR: Pretty boring but super affecting and very realistic story about life continuing in the wake of immense tragedy"
,,,"This film affected me deeply. It was one of the best and most astute depictions of grief I've seen in a long time, heartwrenching and beautifully told. I loved the non-linear storytelling, and the scene towards the end with Casey Affleck and Michelle Williams was one of the most beautifully realized scenes ever committed to film. Haunting and brilliant."
,,,"This is the sort of film that you have to watch in the right mood, if you don't want to be left broken and in tears or just plain angry. I came to the film as a fan of Kenneth Lonergan, his two previous films are among the best of the 21st century, so I was expecting dark and depressing material and a very flawed main character. The other expectation I had coming into the film was that it would contain great acting and this proved to be true as Casey Affleck and Lucas Hedges give beautiful performances. This is a film that deserves to be savored and it is filled with incredibly emotional moments that are painful to watch but have the sort of realism that clings to all of Lonergan's productions. Lee Chandler, Casey Affleck, is a depressed janitor working in Quincy, Massachusetts who is called back to his hometown of Manchester by the Sea after the death of his brother Joe, Kyle Chandler. In his will Joe outlines that he wants Lee to become the legal guardian of his son Patrick, Lucas Hedges, and remain in Manchester by the Sea. Patrick and Lee bond as they struggle after the death of a beloved family member and while Patrick juggles multiple girlfriends and Lee's past comes back to haunt him. His inability to change leaves you frustrated with him and yet he is sympathetic in his complete lack of desire to confront his dark past. Lonergan's screenplay, as with all of his screenplays, is very naturalistic in most of it's interactions with this being punctuated by moments of intense violence and emotional conflict where problems aren't necessarily dealt with. When Patrick awkwardly tries to connect with Lee he speaks like a real, immature teenager not like the precocious invention of a middle aged screenwriter. The actors deserve credit for their work in crafting these characters of course but they are given a tight, deliberate script to work with that forces them to act between the lines. The lack of dialogue that Lee receives conveys his utter hopelessness as Randi's monologue shows her own desperation and enduring love for her ex-husband, everything in the screenplay has been so well thought out that it's not surprising it won the Best Original Screenplay Academy Award. The best part of the film is undoubtedly the performance of Affleck as he exquisitely portrays a broken shell of a man. Although I won't reveal what he is lost we do understand in the film that Lee was once a happy and fulfilled but still significantly troubled man. The way that we see him throughout most of the film however is as a man who refuses to express emotion for fear of the pain of his past fully resurfacing. His reticence hurts those around him as his selfishness and anger is displayed by Affleck's soulless eyes and tightly pulled lips. He never makes his character sympathetic but if he were to even attempt that the film wouldn't work and his unmoved posturing throughout fits the character perfectly. The other standout performances, everyone in this film is great, are those of Michelle Williams and Lucas Hedges who each get moments to shine. Hedges get several arguments with Affleck to tear into and he manages to match him as their interplay with one another is spiky but loving, reminiscent of Sammy and Terry in You Can Count On Me (2000). His teenager is self-possessed, arrogant and very naÃ¯ve, in other words he is a normal teenager. Williams is incredible as she inhabits a character who may be even more traumatized than Lee and sells the pain that this woman would have held with her for years so well. I was awed by their abilities and completely believed in their characters and their motivations even when they made strange choices. This is a great exploration of several troubled people with dark pasts who try as they might can't find it in themselves to change. It leaves you as hollow as it's main character but that's the intent of the film, understanding grief should not be a pleasant experience. This is a film that should be watched if you are prepared for an intense emotional experience."
,,,"Forgettable movie for me. As Trump might say, it was just sad, sad and sad. Nothing that could leave any sort of emotional impact on me, not helped by an absolutely long, drawn-out script. Affleck was really believable though in some (very rare) moving scenes."
,,,"I am never going to watch this movie again. boring as hell, none of the characters are memorable, acting was terrible, the fact that they gave best actor to a man that basically mumbles and acts like an asshole throughout the film does not mean he should get best actor. most overrated film people have talked about a man who dose nothing to change himself after basically being the cause of his children death. even the nephew is a total jerk that uses two girls for sexual benefits without them even knowing what he's doing and I'm suppose to feel sorry for him? It was also awkward at most parts of the movie as well with the uncle fighting Wirth the nephew."
,,,"Manchester By The Sea is a movie about 2 irresponsible, selfish people who suffer a tragedy due to being selfish and irresponsible. I mean really, she doesn't want to turn the central heat on because it dries out her sinuses? Nope, just let the kids freeze. And he won't turn back because he has to go buy beer? Sorry, it's really sad and all, but totally avoidable. The rest of the movie depicts the main character's grief and guilt, but does he do anything to grow and change? No, he is just as self absorbed as he was before the tragedy. Just because he stops partying does not mean he grew from the experience. Instead he drinks and beats people up for no reason other than to relieve some of his pain and guilt briefly."
,,,"Despicable characters, a lackluster story, and confusing flashbacks make this a hard watch"
,,,"The best film to come out of 2016. Casey Affleck turns in one of the greatest cinematic performances of all time. Excellent supporting cast as well. Direction, writing and characters are all front and center and you go along with a very dramatic but empathetic showcase. Well done by all!

"
,,,"Wow. Was expecting a real tear jerker, but instead found myself bored to kingdom come. I know the film has a sad story line and is supposed to be depressing, but no, felt nothing. Yes, its well acted, but the pace of the film is horrific. One more reason to hate the oscars."
,,,"One of the worst movie ever, No story, nothing good, just a spiral of sad events. It was just a waste of time"
,,,"MANCHESTER BY THE SEA is one of the saddest, most arid films I've seen in years- but it is also one of the best films I've seen this decade. Casey Affleck delivers a phenomenal performance as a permanently damaged man who has to go on living the rest of his life after a shattering tragedy. This is real life realized onto the screen: it will go down as one of the essential American classics."
,,,Overrated. Slow. Kinda boring and predictable.
,,,Absolutly boring! My wife had to wake me up twice from snoring during this movie. It is just a long slow conversation with a changing back ground. The credits were the best part of this lackluster nap time production.
,,,i only gave this movie 1/2 star. after all the great reviews i was highly disappointed. the movie lacked emotion and was confusing with all the back flashes. only made it through 1 1/2 hours. almost stopped after 10 minutes but was curious what everyone thought was so great. still wondering.
,,,"A dreary, plodding, and ultimately pointless film with terrible music, wooden acting, and ham fisted direction. I really do not see what all the fuss is about."
,,,"Casey Affleck plays loner Lee, a man with a short temper and zero social skills. He discovers after the death of his older brother Joe that he has made him sole guardian of his nephew Patrick. Lee returns to the town he grew up in to reluctantly take care of his teenage nephew, a place where he is confronted with memories that led to his separation from his wife and a tragic event from his past that will break the strongest of hearts when revealed. From here he struggles to be the person his brother hoped he would be for his nephew. The film is a painful and tragic portrait of people dealing with grief and loss on many levels. Casey Affleck was superb playing the lead, a man so broken from a tragic past that he refuses to let anyone get close. It's not a film you will want to experience more than once but the film is so well written and acted it is worth hunting down."
,,,"The coups de theatre not withstanding this is a profound piece of tragedy that gently reveals its devastating secrets, creating some unbearable moments, but never losing its dark sense of humour, and Affleck is brilliant in every scene (thanks in no small part to his co-stars)."
,,,
ARRIVAL,Oscars,"The success of Arrival ultimately relies on the performance of Amy Adams. If she chose to retire from acting right now, she could be secure in the knowledge that her portrayal of Banks is career best work.","It's bad, slow and laughable. The studio could re-edit Arrival into a comedy and it would be better."
,,"Cerebral and intelligent, Arrival leads one to a fascination with the art of communication and the ""what if"" of possibility and the unknown.",If you like a film which is always in the dark this is for you.not the most exciting film out there
,,"The single most compelling and notable aspect of the film is the unwavering intelligence and insight, and the nerviness and instinct of the female lead character.","This sci-fi movie was terrible. The cast in this movie did a horrible job and the plot to the movie was horribly written. In addition, the movie was extremely boring. It never got interesting at all. Everyone that gave this movie a good review should think again. In the future, they'll say, ""what were we thinking."" If you haven't seen this movie yet. Don't waste your time. You'll hate it."
,,"Implausibilities aside, the development of the bulk of the plot is an exciting study of the language of extraterrestrial symbols that they draw with their squid ink from outer space","They're playing mahjong with the aliens!"" I laughed throughout most of this movie and when it was over I felt nothing"
,,"Arrival will challenge us to think and to question. And while we come away with answers, we also experience the stunning power of great filmmaking, great writing, and a great story","I had high expectations that were strongly deluded. There are major plot holes in the movie, and i found the ending a bit dull. So much wasted potential."
,,"Arrival is a delicate, thoughtful meditation on nuanced subjects that aren't even hinted at in the trailers. Sloppy though it may be, the sum of its parts is emotionally staggering.", wish I could give this movie negative 100 stars. It sucks!
,,"An intelligent and thought-provoking science fiction drama boasting a smart screenplay, beautiful visuals, a strong musical soundtrack and uniformly tremendous performances.",A convoluted mess. Trying to be more than it really is without earning it.
,,"Arrival is one of those films I'll always remember fondly, it was still professionally made and really well told, acted and shot. A perfect sci-fi film.","The actress keeps breathing heavily, I know it's to show how the situation is, but they keep cutting to her and and filming her breathe for 5 seconds or more each time. They do it so often that it becomes annoying and irrelevant. I posed the movie because it was getting on my nerves, and had to skip a lot of parts so I won't hear her shitting breath"
,,"Arrival is a thoughtful and sophisticated take on first contact, a beautifully-made film with dynamite performances that manages to explore some of the more complex questions that might be raised by our species' first close encounter.","I don't understand the good reviews for this movie. It was slow, which I don't mind, but it didn't go anywhere with the revelation (which was kind of obvious). And then there were some massive plot holes at the end. I think the positive reviewers think it's some sort of Fight club, but it's nowhere near as tidy. Three good actors acting their arse off, let down by some very sloppy writing."
,,"In a refreshing gender role-reversal, Louise's male science partner plays the support character who deepens the main storyline of a woman.","People will suck at anything that is alien and coming out an Hollywood propaganda. 1)Very slow pace I had to speed it X1.5, I fell to sleep after 1 hr. Very few words; Enter vessel/ check symbols/ excretion. This film is bullshit. 2)An alien with 7 legs why? that isn't evolution. Four feet =horse 2 feet =human 7= is for trees. 3)If an Alien achieved space travel there AI would have permited to translate our language very easily. 4)You can't see past-present-future and live it, that is non- sense and for mentally retarded ppl. Conclusion: Very sluggish, the scenario is stupid. If you love this film you have dementia."
,,,This horrorshow is a TERRIBLE movie. It's pretentious in the worst ways possible.
,,,"Any movie whose finale depends on a nobody being able to put a call through (from the USA) to the Chinese army commander at the moment that the Chinese army is about to attack some Aliens is, for me, an insult. Boring, light and condescending."
,,,his is one of the most stupid films in 2016.....Jeremy Renner face......He is like a criminal
,,,"At its best in the beginning was the linguistic theory used to decode the alien language, but then it devolved into a very laborious love interest story between the linguist and the mathematician/astronomer. Also too many flash backs and flash forwards confusing the plot contributing to a very slow paced yawner. I want my 116 minutes back."
,,,"Honestly one of the most boring and hard to follow films I've ever seen. The high rating for this film baffles me, it was just awful. The film consisted entirely of scenes of Amy Adams talking to these mysterious aliens, but you can't actually see them, and the film is full of some bullshit about her daughter and was just so boring. I've had more fun watching children's programmes. The ending was the most confusing and ridiculous ending I've ever seen. Don't waste your time with this. I watched this film anticipating an action-packed sci-fi film full of tension and suspense, but was left with sheer boredom and found myself wondering when the good part starts throughout the entire film. Not one bit of action or suspense, just utter confusion. Most overrated shit I've ever seen in my life."
,,,"The very high scores by critics and the audience score are beyond me. I patiently watched the film to the end, but not really much happens, a long winded get to know each other and ""learn my language"" - The fact that is it so hyped (plus Oscars) shows in what bad state the movie-business is in. Or constant action movies or movies that try very hard to be relevant, but often are not. At the end, when you have arrived at the end, it is not worth your time!"
,,,"Not good. Maybe even bad..... Not a thinking persons SciFi. At least one poorly constructed sequence. Cinematography and acting was all pretty good, maybe very good. Writing, editing, maybe even directing, not really very good. As a fan of SciFi movies and TV (haven't really read much), as well as Science and philosophy, there were a great many missed opportunities here. Sadly. However Amy Adams was very good and Jeremy Renee was perhaps only somewhat behind her. I suspect that everyone else probably showed up on time, hit their marks and knew their words."
,,,"Such a let down, I heard some great things about it. It got 8 Academy nominations and yet I don't see it. Some amazing audio, but the movie didn't impress me at all."
,,,"While the movie left me kind of disappointed it has its strong moment. Arrival does some things exceptionally well while it does other things exceptionally badly. Most characters are empty shells, the movie tries to be atmospheric but ends up just using the same atmosphere in every single scene which kills all the suspense. I liked the message in the end and how it was something I really couldn't have predicted. However it all gets destroyed because almost every character except for the main character and her obligatory unnecessary lover are portraied as unintelligent, impulsive, hostile people. Arrival has a lot of great ideas but it executes them badly. Also I will never forgive them for using ""On the nature of daylight"" as the soundtrack for a mediocre movie, it's such a beautiful piece of music used in such a bad way"
,,,Really boring. Nothing happens. This is why i hate most unknown being sci fi .
,,,This movie was boring and awful and I can't believe it has such a high rating. Wish I could get the time I wasted watching it back
,,, At the end you find out that the aliens are there for literally there for no reason and that you just wasted 2 hours of your life.
,,,If you couldn't figure out how this long boring movie ended in the first scene you weren't paying attention... gawd I wish I hadn't been
,,,one of those you wish you could get your time back from watching...yuck.
,,,I hated this movie. We probably watched it in the summer of 2017. I wrote a note that it was horrible. I remember it simply because I disliked it so much.
,,,"BORING, BORING, BORING! who are these people who are giving this slow, uneventful, boring movie good reviews? You think something is going to happen but nothing happens. Total waste of time. LOUSEY movie."
,,,"while the movie is a spectacularly done science fiction masterpiece, the bizarre concept that our first contact with alien life wouldn't be possible using mathematics is rather uninteresting. This is definitely first contact as told by an english major, and while i understand that math may not be as sexy as languages and that amy adams was the top of her field, I really felt that a better movie might have been the one with Amy Adams being earths greatest mathemetician saving the world. Powerful, gripping, entertaining, and I recommend that if your a fan of science fiction that this movie should be on the top of your list of movies to see at least once. Just make sure to file this under science fantasy when you're done."
,,,"quite literally the worst movie i've ever seen. Couldn't finish it. Just constant long artsy shots, obnoxious sounds, and every character is dumber than a rock. not at all like humanity, basically just a giant trope."
,,,"I hate emotionally driven scifi plots. What a useless thoughtless lazy story. The actress is so timid it's annoying. it's so self involved with it's only plot point of being if you had a kid die would you still have it. the aliens use that overused black particle effects fart thing to communicate. so sick of seeing that in movies. That and the synthy bass drone sounds. slow moving and meandering through emotional violin scores. also plot hole, she wrote a book about the aliens and tributed it to hannah before she met the aliens apparently? such a dumb movie. Make real scifi you money grubbing emotional leech bastards!"
,,,Slowest movie ever. The movie tries way too hard to be cryptic with its feel good utopian preferential message.
,,,"Arrival: Beautifully filmed, solidly acted and completly boring. This overly stuffed scientific flick is not engaging or provacitive, its Science mixed with fiction in the worst way for a cheesy ending thats stuffed and conviluted thats not even worth trying to figure out. Full of weak characters, overly complicated science and no awe- it feels more like a lecture than a film"
,,,"Unbelievably overrated science fiction/time travel movie which seems like the slowest movie in the world and hardly anything interesting happens in the entire movie. The idea is because Amy Adams learns the alien language, she is able to experience time in a non-linear way (not arranged in a straight line). Add to that a subplot of Amy Adams flashbacks of her deceased daughter and the laughable concept that ""Sudan"" the African shithole is mentioned alongside super powers of China and Russia in the supposed retaliation against the perceived Alien threat (the Aliens actually need help to avoid extinction in the future). All in all a very boring movie. Amy Adams/ Jeremy Renner combination works well though."
